sessao_id,item_ordem_id,resultado,materia_id,numero,ano,tipo_sigla,tipo_descricao,ementa,tema_proposto,classificador,revisada_por_humano,fonte_oficial
774,29143,UNANIMIDADE,25785,320,2026,REQ,REQUERIMENTO,"SOLICITA EXTENSÃO DA REDE ELETRICA COM INSTALAÇÃO DE POSTES E ILUMINAÇÃO PÚBLICA NA RUA SALVADOR CAVALLIN, PRÓXIMO À CHÁCARA CAVALIN” LOCALIZADA NO REBOUÇAS, FERRARIA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25785
774,29144,UNANIMIDADE,25805,345,2026,REQ,REQUERIMENTO,"SOLICITA ESTUDO DE VIABILIDADE PARA IMPLANTAÇÃO DE UMA PRAÇA PÚBLICA/ ÁREA DE LAZER NO BAIRRO VILA TORRES, DISTRITUO DA FERRARIA, NESTE MUNICIPIO.","Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25805
774,29145,UNANIMIDADE,25787,327,2026,REQ,REQUERIMENTO,"SOLICITA INFORMAÇÕES SOBRE AS RUAS SEM PAVIMENTAÇÃO NO MUNICIPIO DE CAMPO LARGO, COM ENVIO DO CRONOGRAMA OFICIAL DE PAVIMENTAÇÃO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25787
774,29146,UNANIMIDADE,25773,308,2026,REQ,REQUERIMENTO,SOLICITA ACADEMIA AO AR LIVRE NA REGIÃO DO JARDIM DAS ACÁCIAS DESTE MUNICIPIO.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25773
774,29147,UNANIMIDADE,25774,309,2026,REQ,REQUERIMENTO,SOLICITA CONSTRUÇÃO DE QUADRA ESPORTIVA NA REGIÃO DO JARDIM DAS ACÁCIAS DESTE MUNICIPIO.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25774
774,29148,UNANIMIDADE,25775,310,2026,REQ,REQUERIMENTO,SOLICITA CONSTRUÇÃO DE PORTAL DE IDENTIFICAÇÃO (TURISMO) NO ACESSO À COLÔNIA BALBINO CUNHA (COLONIA CAMPINA) DESTE MUNICIPIO.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25775
774,29149,UNANIMIDADE,25776,311,2026,REQ,REQUERIMENTO,"SOLICITA CONSTRUÇÃO DE UM PORTAL POLONÊS NO ACESSO DA COLÔNIA DOM PEDRO, NESTE MUNICIPIO.",Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25776
774,29150,UNANIMIDADE,25777,312,2026,REQ,REQUERIMENTO,SOLICITA CONSTRUÇÃO DE GINASIO PARA ATIVIDADES DE GINÁSTICA RÍTMICA NESTE MUNICIPIO.,"Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25777
775,29152,UNANIMIDADE,25507,1,2026,PLL,PROJETO DE LEI DO LEGISLATIVO,"INSTITUI A POLÍTICA MUNICIPAL DE AGROECOLOGIA, PRODUÇÃO ORGÂNICA E ALIMENTAÇÃO SAUDÁVEL NO MUNICÍPIODE CAMPO LARGO, ESTADO DO PARANÁ E DÁ OUTRAS PROVIDÊNCIAS.",Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25507
775,29153,UNANIMIDADE,25645,9,2026,PLL,PROJETO DE LEI DO LEGISLATIVO,"INSTITUI O PROGRAMA MUNICIPAL ""PLENA MENTE"" NAS UNIDADES DA REDE PÚBLICA MUNICIPAL DE ENSINO DE CAMPO LARGO E DÁ OUTRAS PROVIDÊNCIAS.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25645
775,29158,UNANIMIDADE,25870,5,2026,VRC,VOTAÇÃO REQUERIMENTOS EM CONJUNTO,VOTAÇÃO ENGLOBADA DE TODOS REQUERIMENTOS.,Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25870
775,29159,UNANIMIDADE,25846,401,2026,REQ,REQUERIMENTO,"SOLICITA APRESENTAÇÃO DE CERTIDÃO DE ANTECEDENTES CRIMINAIS PARA PROFISSIONAIS QUE ATUAM DIRETA OU INDIRETAMENTE COM CRIANÇAS, ADOLESCENTES E PESSOAS COM DEFICIÊNCIA EM SITUAÇAO DE VULNERABILIDADE.",Assistência social e direitos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25846
775,29160,UNANIMIDADE,25864,426,2026,REQ,REQUERIMENTO,SOLICITA EXTENSÃO DA REDE DE ILUMINAÇÃO PÚBLICA BEM COMO A RETIRADA DE POSTES CAIDOS NA ESTRADA DO MORRO GRANDE NO BAIRRO TRÊS CÓRREGOS,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25864
775,29161,UNANIMIDADE,25865,427,2026,REQ,REQUERIMENTO,"SOLICITA ESTUDO TECNICO VISANDO A MELHORIA E REVITALIZAÇÃO DO CALÇAMENTO, NA RUA CAETANO MUNHOZ DA ROCHA, APÓS A ROTATÓRIA, NAS PROXIMIDADES DO PARQUE DA LAGOA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25865
775,29162,UNANIMIDADE,25866,428,2026,REQ,REQUERIMENTO,"SOLICITA REVITALIZAÇÃO E PINTURA DA SINALIZAÇÃO HORIZONTAL VIÁRIA, COMPREENDENDO AS FAIXAS AMARELAS DE DELIMITAÇÃO E AS DEMARCAÇÕES DE VAGAS PARA ESTACIONAMENTO, DA AVENIDA DESEMBARGADOR CLOTÁRIO PORTUGAL.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25866
775,29163,UNANIMIDADE,25867,429,2026,REQ,REQUERIMENTO,"SOLICITA O PATROLAMENTO E ENSAIBRAMENTO DA ESTRADA DO MORRO GRANDE, NO BAIRRO TRÊS CÓRREGOS.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25867
775,29164,UNANIMIDADE,25835,389,2026,REQ,REQUERIMENTO,"SOLICITA PADRONIZAÇÃO (RECONSTRUÇÃO) DE CALÇADAS EM FRENTE À ESCOLA MUNICIPAL PROFESSORA ROSÁLIA ANDRADE REMONATO, SITUADA NA RUA MARTA S. DERING, BAIRRO VILA FERRARI.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25835
775,29165,UNANIMIDADE,25836,390,2026,REQ,REQUERIMENTO,"SOLICITA VISTORIA TECNICA E PROVIDÊNCIAS QUANTO À PODA OU RETIRADA DE UMA ÀRVORE, LOCALIZADA NA RUA SEBASTIÃO TOREZIN, PRÓXIMO AO N° 563, BAIRRO SALGADINHO.",Meio ambiente e animais,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25836
775,29166,UNANIMIDADE,25837,391,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE UMA PASSARELA COBERTA NA ENTRADA PRINCIPAL DA (UBS) DANTE PORTUGAL CASTAGNOLLI, BAIRRO VILA BANCÁRIA.",Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25837
775,29167,UNANIMIDADE,25838,392,2026,REQ,REQUERIMENTO,"SOLICITA LIMPEZA DO BUEIRO E MANILHAMENTO DA RUA SUBSTAÇÃO DA ENOLOGIA, VILA BANCÁRIA, PRÓXIMO AO N° 1.835.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25838
775,29168,UNANIMIDADE,25839,393,2026,REQ,REQUERIMENTO,"SOLICITA MANILHAMENTO DA RUA CLARA SIQUEIRA KOSINSKI, BAIRRO SALGADINHO.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25839
775,29169,UNANIMIDADE,25848,409,2026,REQ,REQUERIMENTO,"SOLICITA OBRA DE PATROLAMENTO, ALARGAMENTO, NIVELAMENTO E ENSAIBRAMENTO NA RUA PEDRO SEGURO DESDE A CAPELA SÃO ROQUE ATÉ A PR 423 – BAIRRO BOTIATUVA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25848
775,29170,UNANIMIDADE,25849,410,2026,REQ,REQUERIMENTO,SOLICITA VISTORIA TECNICA DA VIGILANCIA SANITÁRIA NO INICIO DA ESTRADA DO FELPUDO PERTINENTE À DENUNCIAS SOBRE UM CORRIMENTO DE ÁGUA POSSIVELMENTE POLUIDA EM DIREÇÃO AO RIO ITAQUI.,Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25849
775,29208,UNANIMIDADE,25850,411,2026,REQ,REQUERIMENTO,SOLICITA SERVIÇO DE ROÇADA NA RUA CEZAR SCAPIM – GUABIROBA – PROXIMIDADE DO N° 1.550 (CURVA).,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25850
775,29171,UNANIMIDADE,25824,368,2026,REQ,REQUERIMENTO,"SOLICITA RECUPERAÇÃO DE BOCA DE LOBO NA RUA ERNESTO PEDRO CROZETA, Nº 479, BAIRRO SANTA ÂNGELA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25824
775,29172,UNANIMIDADE,25825,370,2026,REQ,REQUERIMENTO,"SOLICITA ADEQUAÇÃO DA SINALIZAÇÃO VIÁRIA NA RUA BENEDITO SOARES PINTO, ESQUINA COM A RUA ROCHA POMBO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25825
775,29173,UNANIMIDADE,25826,371,2026,REQ,REQUERIMENTO,SOLICITA INSTALAÇÃO DE REDUTORES DE VELOCIDADE (TARTARUGAS) NA RUA PRINCESA ISABEL.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25826
775,29174,UNANIMIDADE,25827,372,2026,REQ,REQUERIMENTO,"SOLICITA IMPLANTAÇÃO DE GUIA ELEVADA EM FRENTE AO POSTO DE SAÚDE DO BAIRRO BOM JESUS, LOCALIZADO NA RUA ADEMAR DE BARROS.",Saúde,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25827
775,29175,UNANIMIDADE,25815,359,2026,REQ,REQUERIMENTO,"SOLICITA MANUTENÇÃO E O NIVELAMENTO DA CALÇADA LOCALIZADA NA RUA DOMINGOS CORDEIRO, N° 2.350, BAIRRO APARECIDA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25815
775,29176,UNANIMIDADE,25816,360,2026,REQ,REQUERIMENTO,SOLICITA INSTALAÇÃO DE UM MÓDULO FIXO DA GUARDA MUNICIPAL NAS DEPENDÊNCIAS DO PARQUE DA LAGOA.,Segurança pública,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25816
775,29177,UNANIMIDADE,25817,361,2026,REQ,REQUERIMENTO,SOLICITA ESTUDO TECNICO PARA REVISÃO DO LIMITE DE VELOCIDADE DA AVENIDA CENTENÁRIO.,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25817
775,29178,UNANIMIDADE,25818,362,2026,REQ,REQUERIMENTO,"SOLICITA QUE SEJA REALIZADA A LIMPEZA MECANIZADA EM TODA A EXTENSÃO DA RUA JORGE DEMÉTRIO PAULISTA, NO BAIRRO SÃO JERÔNIMO.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25818
775,29179,UNANIMIDADE,25819,363,2026,REQ,REQUERIMENTO,"SOLICITA MANILHAMENTO NA RUA SABIÁ, NAS PROXIMIDADES DO N° 13, NO BAIRRO JARDIM LISE.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25819
775,29180,UNANIMIDADE,25857,419,2026,REQ,REQUERIMENTO,"SOLICITA MANUTENÇÃO ASFÁLTICA NA RUA QUINTINO BOCAIUVA 470, PRÓXIMO AO CONDOMINIO CAMPO DAS FLORES, BAIRRO VILA BANCÁRIA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25857
775,29181,UNANIMIDADE,25858,420,2026,REQ,REQUERIMENTO,"SOLICITA ESTUDO DE VIABILIDADE PARA IMPLANTAÇÃO DE SENTIDO ÚNICO NA RUA SANTA MARIANA, NO TRECHO QUE PASSA NA LATERAL DAS ESCOLAS SER CRIANÇA E CMEI CLAUDETE ANDREASSA, BAIRRO VILA LOURDES.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25858
775,29182,UNANIMIDADE,25859,421,2026,REQ,REQUERIMENTO,"SOLICITA PROVIDENCIAS PARA FINALIZAÇÃO DAS OBRAS DAS GALERIAS PLUVIAIS, LOCALIZADAS NO CRUZAMENTO DA RUA MIGUEL ARCÂNGELO COM A RUA EUCLIDES DE ALMEIDA, NO DISTRITO DE BATEIAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25859
775,29183,UNANIMIDADE,25860,422,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE TACHÕES REDUTORES DE VALOCIDADE NA RUA GONÇALVES DIAS, ESQUINA COM A RUA JOÃO PESSOA, CENTRO, NESTE MUNICIPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25860
775,29184,UNANIMIDADE,25861,423,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE BANCOS NO LOCAL ONDE É REALIZADA A FEIRA DO PRODUTOR, NA LATERAL DA RODOVIÁRIA DARCI ANDREASSA, NA RUA SANTOS DUMONT, CENTRO, NESTE MUNICIPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25861
775,29185,UNANIMIDADE,25862,424,2026,REQ,REQUERIMENTO,"SOLICITA INFORMAÇÕES SOBRE OBRA DE CONSERTO DA ADUTORA DA SANEPAR REALIZADA NO DIA 20 DE FEVEREIRO DE 2026, NA AVENIDA CRISTINA, BAIRRO POPULAR NOVA, NESTE MUNICIPIO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25862
775,29186,UNANIMIDADE,25863,425,2026,REQ,REQUERIMENTO,"SOLICITA IMPLANTAÇÃO E CONSTRUÇÃO DE UM “CENTRO – DIA” NO MUNICIPIO, PARA ATENDER PESSOAS IDOSAS.",Assistência social e direitos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25863
775,29187,UNANIMIDADE,25841,396,2026,REQ,REQUERIMENTO,SOLICITA MELHORA NA ILUMINAÇÃO INTERNA E EXTERNA DA ESCOLA MUNICIPAL AUGUSTO PIRES DE PAULA.,Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25841
775,29188,UNANIMIDADE,25842,397,2026,REQ,REQUERIMENTO,SOLICITA REPARAÇÃO DOS PAINÉIS SOLARES INSTALADOS NA ESCOLA MUNICIPAL AUGUSTO PIRES DE PAULA.,Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25842
775,29189,UNANIMIDADE,25843,398,2026,REQ,REQUERIMENTO,SOLICITA MEDIDAS PARA APRIMORAR O FORNECIMENTO DE ÀGUA PARA A ESCOLA MUNICIPAL AUGUSTO PIRES DE PAULA.,Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25843
775,29190,UNANIMIDADE,25844,399,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE PLACAS INFORMATIVAS, NAS PROXIMIDADES DO ACESSO AOS TRÊS CÓRREGOS, ACERCA DA TIPIFICAÇÃO DE ABANDONO DE ANIMAIS COMO CRIME E INFRAÇÃO ADMINISTRATIVA.SOLICITA INSTALAÇÃO DE PLACAS INFORMATIVAS, NAS PROXIMIDADES DO ACESSO AOS TRÊS CÓRREGOS, ACERCA DA TIPIFICAÇÃO DE ABANDONO DE ANIMAIS COMO CRIME E INFRAÇÃO ADMINISTRATIVA.",Meio ambiente e animais,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25844
775,29191,UNANIMIDADE,25845,400,2026,REQ,REQUERIMENTO,"SOLICITA PATROLAMENTO E ENSAIBRAMENTO DA ESTRADA GRAMADO GRANDE, NOS TRÊS CORREGOS.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25845
775,29192,UNANIMIDADE,25820,364,2026,REQ,REQUERIMENTO,"SOLICITA ALTERAÇÃO DA ILUMINAÇÃO PÚBLICA EXISTENTE PARA ILUMINAÇÃO DE LED EM TODA EXTENSÃO DA RUA OSVALDO NASCIMENTO RAMOS, LOCALIZADA NO BAIRRO ITABOA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25820
775,29193,UNANIMIDADE,25821,365,2026,REQ,REQUERIMENTO,"SOLICITA ALTERAÇÃO DA ILUMINAÇÃO PÚBLICA EXISTENTE PARA ILUMINAÇÃO DE LED EM TODA EXTENSÃO DA RUA AUGUSTO PERÚSSULO, LOCALIZADA NO BAIRRO ITABOA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25821
775,29194,UNANIMIDADE,25822,366,2026,REQ,REQUERIMENTO,"SOLICITA ALTERAÇÃO DA ILUMINAÇÃO PÚBLICA EXISTENTE PARA ILUMINAÇÃO DE LED EM TODA EXTENSÃO DA RUA BERTOJA FILHO, LOCALIZADA NO BAIRRO ITABOA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25822
775,29195,UNANIMIDADE,25823,367,2026,REQ,REQUERIMENTO,"SOLICITA ALTERAÇÃO DA ILUMINAÇÃO PÚBLICA EXISTENTE PARA ILUMINAÇÃO DE LED EM TODA EXTENSÃO DA RUA HIPÓLITO FERREIRA PORTELA, LOCALIZADA NO BAIRRO ITABOA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25823
775,29196,UNANIMIDADE,25851,412,2026,REQ,REQUERIMENTO,SOLICITA ROÇADA NA RUA EMILIANO PERNETA EM FRENTE AO NÚMERO 2.277 – CENTRO – CAMPO LARGO.,Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25851
775,29197,UNANIMIDADE,25852,413,2026,REQ,REQUERIMENTO,"SOLICITA PATROLAMENTO E ENSAIBRAMENTO NA ESTRADA PRINCIPAL DO RASGADO, LOCALIZADO NO RIO DOS MATO.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25852
775,29198,UNANIMIDADE,25853,414,2026,REQ,REQUERIMENTO,"SOLICITA PATROLAMENTO E ENSAIBRAMENTO NA RUA JOSÉ MARIA LOPES COELHO, BOTIATUVA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25853
775,29199,UNANIMIDADE,25854,416,2026,REQ,REQUERIMENTO,"SOLICITA TROCA DE PONTO DE ÔNIBUS NA RUA RAUL AZAVEDO DE MACEDO, ESTRADA DO CERNE, PRÓXIMO AO NÚMERO 5.280.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25854
775,29200,UNANIMIDADE,25847,402,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE REDUTORES DE VELOCIDADE (TARTARUGAS) ANTES DOS RADARES EXISTENTES NA RUA TEODORO AUGUSTIN, NO TRECHO COMPREENDIDO ENTRE OS NÚMEROS 437 E 520.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25847
775,29201,UNANIMIDADE,25855,417,2026,REQ,REQUERIMENTO,SOLICITA ESTUDO DE VIABILIDADE PARA CRIAÇÃO E DISPONIBILIZAÇÃO DE UM NÚMERO DE WHATSAPP OU CANAL DIGITAL PARA RECEBIMENTO DE DENÚNCIAS SOBRE DECARTE IRREGULAR DE LIXO E ENTULHOS EM ÀREAS PÚBLICAS E TERRENOS BALDIOS NO MUNICIPIO DE CAMPO LARGO.,Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25855
775,29202,UNANIMIDADE,25856,418,2026,REQ,REQUERIMENTO,"SOLICITA RECAPEAMENTO ASFÁLTICO NA RUA FRANÇA, LOCALIZADA NO BAIRRO GORSKI, NAS PROXIMIDADES DA ESCOLA MUNICIPAL AFFONSO AUGUSTO DA CUNHA.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25856
775,29203,UNANIMIDADE,25830,384,2026,REQ,REQUERIMENTO,"SOLICITA REVITALIZAÇÃO DO CAMPO DE FUTEBOL (ÀREA ESPORTIVA) DO BAIRRO FRANCISCO GORSKI, LOCALIZADO NA RUA NIGÉRIA.","Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25830
775,29204,UNANIMIDADE,25831,385,2026,REQ,REQUERIMENTO,"SOLICITA MANILHAMENTO NA VIA AO LADO DA IGREJA SANTO ANTÔNIO DOS QUADRAS, REGIÃO DO MIQUELETO, DESTE MUNICIPIO.","Cultura, esporte e lazer","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25831
775,29205,UNANIMIDADE,25832,386,2026,REQ,REQUERIMENTO,SOLICITA CRIAÇÃO E IMPLANTAÇÃO DO “PONTO DO CICLISTA” NO MUNICIPIO DE CAMPO LARGO.,Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25832
775,29206,UNANIMIDADE,25833,387,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE TOLDOS NA ESCOLA MUNICIPAL HANS ERNST SCHMIDT, BAIRRO ITAQUI, DESTE MUNICIPIO.",Educação,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25833
775,29207,UNANIMIDADE,25834,388,2026,REQ,REQUERIMENTO,SOLICITA IMPLANTAÇÃO DE UM PONTO DE INSCRIÇÃO E ENCAMINHAMENTO PARA ESTÁGIOS POR MEIO DA AGENCIA DO TRABALHADOR.,"Desenvolvimento, moradia e agricultura","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25834
776,29210,UNANIMIDADE,25769,17,2026,PLE,PROJETO DE LEI DO EXECUTIVO,"ALTERA DISPOSITIVOS DA LEI MUNICIPAL Nº 2353, DE 22 DE DEZEMBRO DE 2011, QUE INSTITUIU O NOVO PLANO DE CARGOS E VENCIMENTOS DOS SERVIDORES PÚBLICOS DO MUNICÍPIO DE CAMPO LARGO, CONFORME ESPECIFICA. (***COM EMENDA MODIFICATIVA***)",Administração e finanças,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25769
776,29212,UNANIMIDADE,25583,5,2026,PLL,PROJETO DE LEI DO LEGISLATIVO,"DÁ DENOMINAÇÃO DE RUA MARISA AGE BINI O TRECHO INDICADO NO BAIRRO JARDIM SOCIAL, CONFORME ESPECIFICA.","Homenagens, nomes e datas","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25583
776,29213,MAIORIA ABSOLUTA,25650,13,2026,PLL,PROJETO DE LEI DO LEGISLATIVO,"INSTITUI FERIADO MUNICIPAL O DIA 23 DE FEVEREIRO, EM COMEMORAÇÃO À EMANCIPAÇÃO POLÍTICA DO MUNICÍPIO DE CAMPO LARGO.
***COM SUBSTITUTIVO GERAL, CUJA SÚMULA: DISPÕE SOBRE A CELEBRAÇÃO DO DIA MUNICIPAL DA EMANCIPAÇÃO POLITICA DE CAMPO LARGO.""","Homenagens, nomes e datas","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25650
776,29220,UNANIMIDADE,25943,6,2026,VRC,VOTAÇÃO REQUERIMENTOS EM CONJUNTO,VOTAÇÃO ENGLOBADA DE TODOS REUERIMENTOS.,Outros,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25943
776,29222,UNANIMIDADE,25886,448,2026,REQ,REQUERIMENTO,"SOLICITA A INSTALAÇÃO DE REDUTOR DE VELOCIDADE (LOOMBADA/TACHÕES) NA RUA OTAVIO ENIK, MORADIAS BOM JESUS, NESTE MUNICIPIO (MAPA/LOCALIZAÇÃO ABAIXO).","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25886
776,29221,UNANIMIDADE,25938,512,2026,REQ,REQUERIMENTO,SOLICITA PONTO DE ÔNIBUS NA RUA VICENTE GOBER (CONFORME MAPA ANEXO).,"Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25938
776,29223,UNANIMIDADE,25900,466,2026,REQ,REQUERIMENTO,"SOLICITA MANILHAMENTO NA RUA SEBASTIÃO GONÇALVES DE RESENDE, NO BAIRRO VILA SÃO LUIZ, NAS PROXIMIDADES DO NUMERO 57.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25900
776,29224,UNANIMIDADE,25939,513,2026,REQ,REQUERIMENTO,"SOLICITA PATROLAMENTO E ENSAIBRAMENTO DA ESTRADA DA BICA DE PEDRA, LOCALIZADA NO DISTRITO DE TRÊS CÓRREGOS.","Ruas, trânsito e transporte","IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25939
776,29225,UNANIMIDADE,25940,516,2026,REQ,REQUERIMENTO,"SOLICITA INSTALAÇÃO DE LÂMPADAS DE LED NA RUA ALICE FERREIRA DE  LIMA, CONJUNTO ÁGUAS CLARAS.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25940
776,29226,UNANIMIDADE,25889,451,2026,REQ,REQUERIMENTO,"SOLICITA MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO COM INSTALAÇÃO DE LÂMPADAS DE LED EM TODA EXTENSÃO DA RUA GENERAL ARCI NEVES, BAIRRO FAZENDINHA.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25889
776,29227,UNANIMIDADE,25890,452,2026,REQ,REQUERIMENTO,"SOLICITA MODERNIZAÇÃO DO SISTEMA DE ILUMINAÇÃO COM INSTALAÇÃO DE LÂMPADAS DE LED EM TODA EXTENSÃO DA RUA CLARA SIQUEIRA KOSINSKI, BAIRRO SALGADINHO.",Iluminação e serviços urbanos,"IA, por regras temáticas documentadas",não,https://sapl.campolargo.pr.leg.br/materia/25890
